Specimen_Number,Specimen_Part,Identified_Name,Accepted_Name,Accepted_Rank,Length,Width,Height,Circumference,Genus,Longitude,Latitude
61860,tibia,n. gen. Raptorex n. sp. kriegsteini,Raptorex kriegsteini,species,397,,,,Raptorex,119.666664,41.333332
83548,femur,n. gen. Rayososaurus n. sp. agrioensis,Rayososaurus agrioensis,species,1250,,,,Rayososaurus,-69.915833,-38.352779
83549,fibula,n. gen. Rayososaurus n. sp. agrioensis,Rayososaurus agrioensis,species,760,,,,Rayososaurus,-69.915833,-38.352779
83550,scapula,n. gen. Rayososaurus n. sp. agrioensis,Rayososaurus agrioensis,species,860,,,,Rayososaurus,-69.915833,-38.352779
19071,scapula,n. gen. Rebbachisaurus n. sp. garasbae,Rebbachisaurus garasbae,species,1170,,,,Rebbachisaurus,-4.836939,30.505667
86109,scapula,n. gen. Rhadinosaurus n. sp. alcimus,Ankylosauria,unranked clade,205,,90,,,16.240000,47.820000
86110,scapula,n. gen. Rhadinosaurus n. sp. alcimus,Ankylosauria,unranked clade,310,,85,,,16.240000,47.820000
86111,scapula,n. gen. Rhadinosaurus n. sp. alcimus,Ankylosauria,unranked clade,270,,90,,,16.240000,47.820000
86112,humerus,n. gen. Rhadinosaurus n. sp. alcimus,Ankylosauria,unranked clade,185,,,,,16.240000,47.820000
86113,humerus,n. gen. Rhadinosaurus n. sp. alcimus,Ankylosauria,unranked clade,190,,,,,16.240000,47.820000
86114,ulna,n. gen. Rhadinosaurus n. sp. alcimus,Ankylosauria,unranked clade,195,,,,,16.240000,47.820000
86115,radius,n. gen. Rhadinosaurus n. sp. alcimus,Ankylosauria,unranked clade,155,,,,,16.240000,47.820000
86116,radius,n. gen. Rhadinosaurus n. sp. alcimus,Ankylosauria,unranked clade,160,,,,,16.240000,47.820000
86117,femur,n. gen. Rhadinosaurus n. sp. alcimus,Ankylosauria,unranked clade,265,,,,,16.240000,47.820000
86118,femur,n. gen. Rhadinosaurus n. sp. alcimus,Ankylosauria,unranked clade,180,,,,,16.240000,47.820000
86123,femur,n. gen. Rhadinosaurus n. sp. alcimus,Ankylosauria,unranked clade,265,,,,,16.240000,47.820000
86124,femur,n. gen. Rhadinosaurus n. sp. alcimus,Ankylosauria,unranked clade,255,,,,,16.240000,47.820000
86125,tibia,n. gen. Rhadinosaurus n. sp. alcimus,Ankylosauria,unranked clade,210,,,,,16.240000,47.820000
86126,tibia,n. gen. Rhadinosaurus n. sp. alcimus,Ankylosauria,unranked clade,150,,,,,16.240000,47.820000
86127,fibula,n. gen. Rhadinosaurus n. sp. alcimus,Ankylosauria,unranked clade,120,,,,,16.240000,47.820000
80636,skull,UNKNOWN,Rinchenia mongoliensis,species,159,,,,Rinchenia,,
80637,scapula,UNKNOWN,Rinchenia mongoliensis,species,203,,,,Rinchenia,,
80638,humerus,UNKNOWN,Rinchenia mongoliensis,species,177,,,,Rinchenia,,
80639,radius,UNKNOWN,Rinchenia mongoliensis,species,115,,,,Rinchenia,,
80640,ulna,UNKNOWN,Rinchenia mongoliensis,species,116,,,,Rinchenia,,
80641,femur,UNKNOWN,Rinchenia mongoliensis,species,307,,,,Rinchenia,,
80642,tibia,UNKNOWN,Rinchenia mongoliensis,species,370,,,,Rinchenia,,
81906,scapula,n. gen. Rinconsaurus n. sp. caudamirus,Rinconsaurus caudamirus,species,820,,130,,Rinconsaurus,-68.900002,-37.383331
81907,humerus,n. gen. Rinconsaurus n. sp. caudamirus,Rinconsaurus caudamirus,species,790,,,300,Rinconsaurus,-68.900002,-37.383331
81908,femur,n. gen. Rinconsaurus n. sp. caudamirus,Rinconsaurus caudamirus,species,900,,,340,Rinconsaurus,-68.900002,-37.383331
81909,femur,n. gen. Rinconsaurus n. sp. caudamirus,Rinconsaurus caudamirus,species,900,,,340,Rinconsaurus,-68.900002,-37.383331
18564,femur,UNKNOWN,Coelophysis bauri,species,207,,,47,Coelophysis,,
78713,humerus,n. gen. Podokesaurus n. sp. holyokensis,Podokesaurus holyokensis,species,42,,,,Coelophysis,-72.574997,42.255554
78714,femur,n. gen. Podokesaurus n. sp. holyokensis,Podokesaurus holyokensis,species,86,,,,Coelophysis,-72.574997,42.255554
78715,tibia,n. gen. Podokesaurus n. sp. holyokensis,Podokesaurus holyokensis,species,104,,,,Coelophysis,-72.574997,42.255554
78716,tibia,n. gen. Podokesaurus n. sp. holyokensis,Podokesaurus holyokensis,species,230,,,,Coelophysis,-72.574997,42.255554
78717,tibia,n. gen. Podokesaurus n. sp. holyokensis,Podokesaurus holyokensis,species,270,,,,Coelophysis,-72.574997,42.255554
78718,femur,UNKNOWN,Coelophysis kayentakatae,species,276,,,,Coelophysis,,
78719,tibia,UNKNOWN,Coelophysis kayentakatae,species,292,,,,Coelophysis,,
78720,fibula,UNKNOWN,Coelophysis kayentakatae,species,274,,,,Coelophysis,,
78721,femur,UNKNOWN,Coelophysis kayentakatae,species,229.8,,,,Coelophysis,,
78722,femur,UNKNOWN,Coelophysis kayentakatae,species,230,,,,Coelophysis,,
78727,skull,UNKNOWN,Coelophysis bauri,species,191,,,,Coelophysis,,
78728,scapula,UNKNOWN,Coelophysis bauri,species,131,,,,Coelophysis,,
78729,humerus,UNKNOWN,Coelophysis bauri,species,134,,,,Coelophysis,,
78730,radius,UNKNOWN,Coelophysis bauri,species,81,,,,Coelophysis,,
78731,ulna,UNKNOWN,Coelophysis bauri,species,72,,,,Coelophysis,,
78732,femur,UNKNOWN,Coelophysis bauri,species,203,,,,Coelophysis,,
78733,tibia,UNKNOWN,Coelophysis bauri,species,221,,,,Coelophysis,,
78734,skull,UNKNOWN,Coelophysis bauri,species,265,,,,Coelophysis,,
78735,femur,UNKNOWN,Coelophysis bauri,species,1209,,,,Coelophysis,,
78736,humerus,UNKNOWN,Coelophysis bauri,species,120,,,,Coelophysis,,
78737,tibia,UNKNOWN,Coelophysis bauri,species,224,,,,Coelophysis,,
78738,skull,UNKNOWN,Coelophysis bauri,species,159,,,,Coelophysis,,
78739,humerus,UNKNOWN,Coelophysis bauri,species,86,,,,Coelophysis,,
78740,femur,UNKNOWN,Coelophysis bauri,species,165,,,,Coelophysis,,
78741,tibia,UNKNOWN,Coelophysis bauri,species,151.8,,,,Coelophysis,,
78742,skull,UNKNOWN,Coelophysis bauri,species,110.5,,,,Coelophysis,,
78743,humerus,UNKNOWN,Coelophysis bauri,species,61,,,,Coelophysis,,
78744,femur,UNKNOWN,Coelophysis bauri,species,125,,,,Coelophysis,,
78745,tibia,UNKNOWN,Coelophysis bauri,species,123.9,,,,Coelophysis,,
78746,tibia,UNKNOWN,Coelophysis bauri,species,228,,,,Coelophysis,,
78747,tibia,UNKNOWN,Coelophysis bauri,species,134.1,,,,Coelophysis,,
78748,humerus,UNKNOWN,Coelophysis bauri,species,75,,,,Coelophysis,,
78749,femur,UNKNOWN,Coelophysis bauri,species,135,,,,Coelophysis,,
78750,tibia,UNKNOWN,Coelophysis bauri,species,154,,,,Coelophysis,,
78751,humerus,UNKNOWN,Coelophysis bauri,species,58,,,,Coelophysis,,
78752,femur,UNKNOWN,Coelophysis bauri,species,132,,,,Coelophysis,,
78753,tibia,UNKNOWN,Coelophysis bauri,species,156,,,,Coelophysis,,
78754,humerus,UNKNOWN,Coelophysis bauri,species,57,,,,Coelophysis,,
78755,femur,UNKNOWN,Coelophysis bauri,species,141,,,,Coelophysis,,
78756,tibia,UNKNOWN,Coelophysis bauri,species,157,,,,Coelophysis,,
78757,femur,UNKNOWN,Coelophysis bauri,species,126,,,,Coelophysis,,
78758,tibia,UNKNOWN,Coelophysis bauri,species,140,,,,Coelophysis,,
78759,femur,UNKNOWN,Coelophysis bauri,species,173,,,,Coelophysis,,
78760,tibia,UNKNOWN,Coelophysis bauri,species,195,,,,Coelophysis,,
78761,femur,UNKNOWN,Coelophysis bauri,species,196,,,,Coelophysis,,
78762,tibia,UNKNOWN,Coelophysis bauri,species,207,,,,Coelophysis,,
78763,skull,UNKNOWN,Coelophysis bauri,species,198,,,,Coelophysis,,
78764,humerus,UNKNOWN,Coelophysis bauri,species,89,,,,Coelophysis,,
78765,femur,UNKNOWN,Coelophysis bauri,species,164,,,,Coelophysis,,
78766,tibia,UNKNOWN,Coelophysis bauri,species,188,,,,Coelophysis,,
78767,tibia,UNKNOWN,Coelophysis bauri,species,155,,,,Coelophysis,,
78768,tibia,UNKNOWN,Coelophysis bauri,species,152,,,,Coelophysis,,
78769,femur,UNKNOWN,Coelophysis bauri,species,118,,,,Coelophysis,,
78770,tibia,UNKNOWN,Coelophysis bauri,species,135,,,,Coelophysis,,
78771,femur,UNKNOWN,Coelophysis bauri,species,122,,,,Coelophysis,,
78772,tibia,UNKNOWN,Coelophysis bauri,species,136,,,,Coelophysis,,
78773,humerus,UNKNOWN,Coelophysis bauri,species,55,,,,Coelophysis,,
78774,femur,UNKNOWN,Coelophysis bauri,species,126,,,,Coelophysis,,
78775,tibia,UNKNOWN,Coelophysis bauri,species,147,,,,Coelophysis,,
78776,humerus,UNKNOWN,Coelophysis bauri,species,91,,,,Coelophysis,,
78777,femur,UNKNOWN,Coelophysis bauri,species,172,,,,Coelophysis,,
78778,tibia,UNKNOWN,Coelophysis bauri,species,199,,,,Coelophysis,,
78779,femur,UNKNOWN,Coelophysis bauri,species,125,,,,Coelophysis,,
78780,tibia,UNKNOWN,Coelophysis bauri,species,138,,,,Coelophysis,,
78781,skull,UNKNOWN,Coelophysis bauri,species,198,,,,Coelophysis,,
78782,skull,UNKNOWN,Coelophysis bauri,species,140,,,,Coelophysis,,
78783,skull,UNKNOWN,Coelophysis bauri,species,68,,,,Coelophysis,,
78784,skull,UNKNOWN,Coelophysis bauri,species,239,,,,Coelophysis,,
78785,skull,UNKNOWN,Coelophysis bauri,species,143,,,,Coelophysis,,
78786,skull,UNKNOWN,Coelophysis bauri,species,211,,,,Coelophysis,,
78787,skull,UNKNOWN,Coelophysis bauri,species,250,,,,Coelophysis,,
78788,skull,UNKNOWN,Coelophysis bauri,species,88,,,,Coelophysis,,
78789,femur,UNKNOWN,Coelophysis bauri,species,123,,,,Coelophysis,,
78790,tibia,UNKNOWN,Coelophysis bauri,species,136,,,,Coelophysis,,
78791,femur,UNKNOWN,Coelophysis bauri,species,155.5,,,,Coelophysis,,
78792,tibia,UNKNOWN,Coelophysis bauri,species,164,,,,Coelophysis,,
78793,radius,UNKNOWN,Coelophysis bauri,species,51.8,,,,Coelophysis,,
78794,femur,Coelophysis sp.,Coelophysis,genus,235,,,,Coelophysis,-109.833298,35.033298
78795,tibia,Coelophysis sp.,Coelophysis,genus,255,,,,Coelophysis,-109.833298,35.033298
78796,femur,Coelophysis sp.,Coelophysis,genus,245,,,,Coelophysis,-109.833298,35.033298
78797,femur,cf. Coelophysis sp.,Coelophysis,genus,245,,,,Coelophysis,-106.473053,36.331669
78798,skull,n. gen. Syntarsus n. sp. rhodesiensis,Coelophysis rhodesiensis,species,210,,,,Coelophysis,28.409721,-19.966667
78799,scapulacoracoid,n. gen. Syntarsus n. sp. rhodesiensis,Coelophysis rhodesiensis,species,130,,,,Coelophysis,28.409721,-19.966667
78800,humerus,n. gen. Syntarsus n. sp. rhodesiensis,Coelophysis rhodesiensis,species,100,,,,Coelophysis,28.409721,-19.966667
78801,radius,n. gen. Syntarsus n. sp. rhodesiensis,Coelophysis rhodesiensis,species,61,,,,Coelophysis,28.409721,-19.966667
78802,ulna,n. gen. Syntarsus n. sp. rhodesiensis,Coelophysis rhodesiensis,species,77,,,,Coelophysis,28.409721,-19.966667
78803,femur,n. gen. Syntarsus n. sp. rhodesiensis,Coelophysis rhodesiensis,species,208,,,,Coelophysis,28.409721,-19.966667
78804,tibia,n. gen. Syntarsus n. sp. rhodesiensis,Coelophysis rhodesiensis,species,223,,,,Coelophysis,28.409721,-19.966667
78805,fibula,n. gen. Syntarsus n. sp. rhodesiensis,Coelophysis rhodesiensis,species,208,,,,Coelophysis,28.409721,-19.966667
83046,femur,n. gen. Ruyangosaurus n. sp. giganteus,Ruyangosaurus giganteus,species,2000,,230,,Ruyangosaurus,112.589302,34.112000
83047,tibia,n. gen. Ruyangosaurus n. sp. giganteus,Ruyangosaurus giganteus,species,1270,,,,Ruyangosaurus,112.589302,34.112000
78629,scapula,n. gen. Sanjuansaurus n. sp. gordilloi,Sanjuansaurus gordilloi,species,185,,,,Sanjuansaurus,-67.897858,-30.119198
78630,coracoid,n. gen. Sanjuansaurus n. sp. gordilloi,Sanjuansaurus gordilloi,species,63,,,,Sanjuansaurus,-67.897858,-30.119198
78631,ulna,n. gen. Sanjuansaurus n. sp. gordilloi,Sanjuansaurus gordilloi,species,178.2,,,,Sanjuansaurus,-67.897858,-30.119198
78632,femur,n. gen. Sanjuansaurus n. sp. gordilloi,Sanjuansaurus gordilloi,species,395,,,,Sanjuansaurus,-67.897858,-30.119198
78633,tibia,n. gen. Sanjuansaurus n. sp. gordilloi,Sanjuansaurus gordilloi,species,260,,,,Sanjuansaurus,-67.897858,-30.119198
78672,tibia,cf. Sarcosaurus woodi,Sarcosaurus woodi,species,297,,,,Sarcosaurus,-1.750000,52.216702
78673,femur,cf. Sarcosaurus woodi,Sarcosaurus woodi,species,320,,,,Sarcosaurus,-1.750000,52.216702
78674,femur,n. gen. Sarcosaurus n. sp. woodi,Sarcosaurus woodi,species,335,,,,Sarcosaurus,-1.148400,52.750000
18854,humerus,n. gen. Saurolophus n. sp. osborni,Saurolophus osborni,species,500,,,,Saurolophus,-112.981903,51.819099
18855,ulna,n. gen. Saurolophus n. sp. osborni,Saurolophus osborni,species,630,,,,Saurolophus,-112.981903,51.819099
18856,radius,n. gen. Saurolophus n. sp. osborni,Saurolophus osborni,species,600,,,,Saurolophus,-112.981903,51.819099
18857,femur,n. gen. Saurolophus n. sp. osborni,Saurolophus osborni,species,1170,,,,Saurolophus,-112.981903,51.819099
18858,tibia,n. gen. Saurolophus n. sp. osborni,Saurolophus osborni,species,1000,,,,Saurolophus,-112.981903,51.819099
18859,fibula,n. gen. Saurolophus n. sp. osborni,Saurolophus osborni,species,920,,,,Saurolophus,-112.981903,51.819099
68877,scapula,Sauropelta edwardsi,Sauropelta edwardsorum,species,485,,,,Sauropelta,-108.162003,45.438999
68878,coracoid,Sauropelta edwardsi,Sauropelta edwardsorum,species,133,,205,,Sauropelta,-108.162003,45.438999
68879,humerus,Sauropelta edwardsi,Sauropelta edwardsorum,species,495,,,,Sauropelta,-108.162003,45.438999
68880,radius,Sauropelta edwardsi,Sauropelta edwardsorum,species,325,,,,Sauropelta,-108.162003,45.438999
68881,ulna,Sauropelta edwardsi,Sauropelta edwardsorum,species,485,,,,Sauropelta,-108.162003,45.438999
68882,femur,Sauropelta edwardsi,Sauropelta edwardsorum,species,700,,,,Sauropelta,-108.162003,45.438999
68883,femur,Sauropelta edwardsi,Sauropelta edwardsorum,species,535,,,,Sauropelta,-108.162003,45.438999
68884,fibula,Sauropelta edwardsi,Sauropelta edwardsorum,species,535,,,,Sauropelta,-108.162003,45.438999
18570,femur,UNKNOWN,Allosaurus fragilis,species,874,,,293,Allosaurus,,
18571,tibia,UNKNOWN,Allosaurus fragilis,species,747,,,265,Allosaurus,,
18572,fibula,UNKNOWN,Allosaurus fragilis,species,620,,,97,Allosaurus,,
18573,femur,UNKNOWN,Allosaurus fragilis,species,981,,,375,Allosaurus,,
18574,tibia,UNKNOWN,Allosaurus fragilis,species,848,,,313,Allosaurus,,
18575,fibula,UNKNOWN,Allosaurus fragilis,species,734,,,126,Allosaurus,,
18576,femur,UNKNOWN,Allosaurus fragilis,species,884,,,340,Allosaurus,,
18577,tibia,UNKNOWN,Allosaurus fragilis,species,757,,,280,Allosaurus,,
18578,fibula,UNKNOWN,Allosaurus fragilis,species,680,,,107,Allosaurus,,
18579,femur,UNKNOWN,Allosaurus fragilis,species,908,,,331,Allosaurus,,
18580,tibia,UNKNOWN,Allosaurus fragilis,species,701,,,277,Allosaurus,,
18581,fibula,UNKNOWN,Allosaurus fragilis,species,783,,,128,Allosaurus,,
18582,femur,UNKNOWN,Allosaurus fragilis,species,899,,,345,Allosaurus,,
18583,femur,UNKNOWN,Allosaurus fragilis,species,848,,,255,Allosaurus,,
18584,femur,UNKNOWN,Allosaurus fragilis,species,872,,,338,Allosaurus,,
18585,tibia,UNKNOWN,Allosaurus fragilis,species,743,,,258,Allosaurus,,
18586,fibula,UNKNOWN,Allosaurus fragilis,species,670,,,111,Allosaurus,,
18587,fibula,UNKNOWN,Allosaurus fragilis,species,596,,,117,Allosaurus,,
18785,humerus,n. gen. Allosaurus n. sp. fragilis,Allosaurus fragilis,species,310,,118,,Allosaurus,-105.224701,38.539501
18786,femur,n. gen. Allosaurus n. sp. fragilis,Allosaurus fragilis,species,850,,,,Allosaurus,-105.224701,38.539501
18787,tibia,n. gen. Allosaurus n. sp. fragilis,Allosaurus fragilis,species,690,,,,Allosaurus,-105.224701,38.539501
19076,humerus,Allosaurus fragilis,Allosaurus fragilis,species,420,,,,Allosaurus,-109.252899,39.172699
55866,femur,UNKNOWN,Allosaurus,genus,258,,,,Allosaurus,,
55867,femur,UNKNOWN,Allosaurus,genus,585,,77,,Allosaurus,,
61883,coracoid,n. gen. Allosaurus n. sp. fragilis,Allosaurus fragilis,species,120,170,,,Allosaurus,-105.224701,38.539501
61884,radius,n. gen. Allosaurus n. sp. fragilis,Allosaurus fragilis,species,222,,20,,Allosaurus,-105.224701,38.539501
61885,ulna,n. gen. Allosaurus n. sp. fragilis,Allosaurus fragilis,species,263,,24,,Allosaurus,-105.224701,38.539501
80185,tibia,n. gen. Saurophagus n. sp. maximus,Allosaurus fragilis,species,955,,,,Allosaurus,-102.824997,36.897499
80186,femur,n. gen. Saurophagus n. sp. maximus,Allosaurus fragilis,species,1059,,,,Allosaurus,-102.824997,36.897499
80187,humerus,n. gen. Saurophagus n. sp. maximus,Allosaurus fragilis,species,545,,,,Allosaurus,-102.824997,36.897499
97140,scapula,n. gen. Allosaurus n. sp. fragilis,Allosaurus fragilis,species,652,,175,,Allosaurus,-105.224701,38.539501
71282,humerus,Sauroposeidon proteles,Sauroposeidon proteles,species,1200,,,,Sauroposeidon,-97.797501,32.328609
71284,humerus,Sauroposeidon proteles,Sauroposeidon proteles,species,1300,,,,Sauroposeidon,-97.797501,32.328609
18659,femur,UNKNOWN,Saurornitholestes langstoni,species,214,,,63,Saurornitholestes,,
18660,tibia,UNKNOWN,Saurornitholestes langstoni,species,283,,,63,Saurornitholestes,,
18661,tibia,UNKNOWN,Saurornitholestes langstoni,species,256,,,54,Saurornitholestes,,
18662,fibula,UNKNOWN,Saurornitholestes langstoni,species,225,,,13,Saurornitholestes,,
80791,tibia,Saurornitholestes langstoni,Saurornitholestes langstoni,species,256,,,,Saurornitholestes,-109.900002,46.200001
80792,fibula,Saurornitholestes langstoni,Saurornitholestes langstoni,species,225,,,,Saurornitholestes,-109.900002,46.200001
80439,skull,n. gen. Scipionyx n. sp. samniticus,Scipionyx samniticus,species,51.7,,,,Scipionyx,14.548056,41.347778
80440,scapula,n. gen. Scipionyx n. sp. samniticus,Scipionyx samniticus,species,23.8,,,,Scipionyx,14.548056,41.347778
80441,coracoid,n. gen. Scipionyx n. sp. samniticus,Scipionyx samniticus,species,6.8,,,,Scipionyx,14.548056,41.347778
80442,humerus,n. gen. Scipionyx n. sp. samniticus,Scipionyx samniticus,species,26.3,,,,Scipionyx,14.548056,41.347778
80443,radius,n. gen. Scipionyx n. sp. samniticus,Scipionyx samniticus,species,17.5,,,,Scipionyx,14.548056,41.347778
80444,ulna,n. gen. Scipionyx n. sp. samniticus,Scipionyx samniticus,species,19.3,,,,Scipionyx,14.548056,41.347778
80445,femur,n. gen. Scipionyx n. sp. samniticus,Scipionyx samniticus,species,37.3,,,,Scipionyx,14.548056,41.347778
80853,skull,n. gen. Sciurumimus n. sp. albersdoerferi,Sciurumimus albersdoerferi,species,79,,,,Sciurumimus,11.826369,49.007839
80854,humerus,n. gen. Sciurumimus n. sp. albersdoerferi,Sciurumimus albersdoerferi,species,26.8,,,,Sciurumimus,11.826369,49.007839
80855,radius,n. gen. Sciurumimus n. sp. albersdoerferi,Sciurumimus albersdoerferi,species,17,,,,Sciurumimus,11.826369,49.007839
80856,femur,n. gen. Sciurumimus n. sp. albersdoerferi,Sciurumimus albersdoerferi,species,50.6,,,,Sciurumimus,11.826369,49.007839
80857,tibiotarsus,n. gen. Sciurumimus n. sp. albersdoerferi,Sciurumimus albersdoerferi,species,54.2,,,,Sciurumimus,11.826369,49.007839
18777,humerus,n. gen. Scleromochlus n. sp. taylori,Scleromochlus taylori,species,21,,,,Scleromochlus,-3.291667,57.717220
18778,ulna,n. gen. Scleromochlus n. sp. taylori,Scleromochlus taylori,species,18,,,,Scleromochlus,-3.291667,57.717220
18779,femur,n. gen. Scleromochlus n. sp. taylori,Scleromochlus taylori,species,33,,,,Scleromochlus,-3.291667,57.717220
18780,tibia,n. gen. Scleromochlus n. sp. taylori,Scleromochlus taylori,species,35,,,,Scleromochlus,-3.291667,57.717220
68855,humerus,Scolosaurus cutleri,Scolosaurus cutleri,species,410,,125,,Scolosaurus,-111.503944,50.759621
68856,radius,Scolosaurus cutleri,Scolosaurus cutleri,species,403,,106,,Scolosaurus,-111.503944,50.759621
68857,ulna,Scolosaurus cutleri,Scolosaurus cutleri,species,230,,47,,Scolosaurus,-111.503944,50.759621
68858,femur,Scolosaurus cutleri,Scolosaurus cutleri,species,570,,83,,Scolosaurus,-111.503944,50.759621
68859,tibia,Scolosaurus cutleri,Scolosaurus cutleri,species,410,,76,,Scolosaurus,-111.503944,50.759621
68860,fibula,Scolosaurus cutleri,Scolosaurus cutleri,species,360,,25,,Scolosaurus,-111.503944,50.759621
78723,scapula,n. gen. Segisaurus n. sp. halli,Segisaurus halli,species,93,,,,Segisaurus,-110.525002,36.780556
78724,tibia,n. gen. Segisaurus n. sp. halli,Segisaurus halli,species,160,,,,Segisaurus,-110.525002,36.780556
80590,femur,UNKNOWN,Segnosaurus galbinensis,species,1050,,,,Segnosaurus,,
80591,fibula,UNKNOWN,Segnosaurus galbinensis,species,765,,,,Segnosaurus,,
80592,tibia,UNKNOWN,Segnosaurus galbinensis,species,860,,,,Segnosaurus,,
18795,scapula,Diplodocus longus,Diplodocus longus,species,1153,,228,,Diplodocus,-109.300552,40.441387
18796,coracoid,Diplodocus longus,Diplodocus longus,species,355,,,,Diplodocus,-109.300552,40.441387
18797,humerus,Diplodocus longus,Diplodocus longus,species,1010,,,440,Diplodocus,-109.300552,40.441387
18798,ulna,Diplodocus longus,Diplodocus longus,species,740,,,295,Diplodocus,-109.300552,40.441387
18799,radius,Diplodocus longus,Diplodocus longus,species,690,,,244,Diplodocus,-109.300552,40.441387
18800,femur,Diplodocus longus,Diplodocus longus,species,1575,,208,565,Diplodocus,-109.300552,40.441387
18801,tibia,Diplodocus longus,Diplodocus longus,species,1020,,158,419,Diplodocus,-109.300552,40.441387
18802,fibula,Diplodocus longus,Diplodocus longus,species,1075,,,295,Diplodocus,-109.300552,40.441387
18803,scapula,Diplodocus n. sp. carnegii,Diplodocus carnegii,species,1240,,204,,Diplodocus,-105.916199,42.152302
18804,coracoid,Diplodocus n. sp. carnegii,Diplodocus carnegii,species,512,,,,Diplodocus,-105.916199,42.152302
18805,femur,Diplodocus n. sp. carnegii,Diplodocus carnegii,species,1542,,,,Diplodocus,-105.916199,42.152302
18806,femur,Diplodocus n. sp. carnegii,Diplodocus carnegii,species,1410,,183,510,Diplodocus,-105.916199,42.152302
18807,tibia,Diplodocus carnegii,Diplodocus carnegii,species,1010,,130,358,Diplodocus,-105.916199,42.152302
18808,fibula,Diplodocus carnegii,Diplodocus carnegii,species,1055,,88,240,Diplodocus,-105.916199,42.152302
18819,scapula,Diplodocus longus,Diplodocus longus,species,1285,,,,Diplodocus,-106.048615,42.017776
18820,coracoid,Diplodocus longus,Diplodocus longus,species,425,,,,Diplodocus,-106.048615,42.017776
18821,humerus,Diplodocus longus,Diplodocus longus,species,1080,,,470,Diplodocus,-106.048615,42.017776
18822,ulna,Diplodocus longus,Diplodocus longus,species,870,,,285,Diplodocus,-106.048615,42.017776
18823,radius,Diplodocus longus,Diplodocus longus,species,840,,,255,Diplodocus,-106.048615,42.017776
18824,radius,Diplodocus longus,Diplodocus longus,species,870,,,265,Diplodocus,-106.048615,42.017776
18825,ulna,Diplodocus longus,Diplodocus longus,species,910,,,290,Diplodocus,-106.048615,42.017776
18829,femur,Diplodocus longus,Diplodocus longus,species,1430,,,560,Diplodocus,-106.048615,42.017776
18830,tibia,Diplodocus longus,Diplodocus longus,species,1060,,,390,Diplodocus,-106.048615,42.017776
18831,fibula,Diplodocus longus,Diplodocus longus,species,1120,,,,Diplodocus,-106.048615,42.017776
18914,femur,n. gen. Diplodocus n. sp. longus,Diplodocus longus,species,1645,,,,Diplodocus,-105.224701,38.539501
18915,tibia,n. gen. Diplodocus n. sp. longus,Diplodocus longus,species,1090,,,,Diplodocus,-105.224701,38.539501
71262,humerus,Diplodocus longus,Diplodocus longus,species,1032,,162,460,Diplodocus,-109.300552,40.441387
71263,ulna,Diplodocus longus,Diplodocus longus,species,735,,102,295,Diplodocus,-109.300552,40.441387
71264,humerus,Diplodocus longus,Diplodocus longus,species,965,,150,438,Diplodocus,-109.300552,40.441387
71265,ulna,Diplodocus longus,Diplodocus longus,species,720,,113,,Diplodocus,-109.300552,40.441387
71266,radius,Diplodocus longus,Diplodocus longus,species,682,,88,254,Diplodocus,-109.300552,40.441387
56061,humerus,Plateosaurus n. sp. trossingensis,Plateosaurus longiceps,species,400,,,,Plateosaurus,8.650000,48.066669
56062,radius,Plateosaurus n. sp. trossingensis,Plateosaurus longiceps,species,240,,,,Plateosaurus,8.650000,48.066669
56063,ulna,Plateosaurus n. sp. trossingensis,Plateosaurus longiceps,species,270,,,,Plateosaurus,8.650000,48.066669
56064,femur,Plateosaurus n. sp. trossingensis,Plateosaurus longiceps,species,680,,,,Plateosaurus,8.650000,48.066669
56065,tibia,Plateosaurus n. sp. trossingensis,Plateosaurus longiceps,species,500,,,,Plateosaurus,8.650000,48.066669
18640,femur,UNKNOWN,Tarbosaurus bataar,species,854,,,312,Tarbosaurus,,
18641,tibia,UNKNOWN,Tarbosaurus bataar,species,799,,,281,Tarbosaurus,,
18642,fibula,UNKNOWN,Tarbosaurus bataar,species,724,,,95,Tarbosaurus,,
18643,femur,UNKNOWN,Tarbosaurus bataar,species,771,,,281,Tarbosaurus,,
18644,tibia,UNKNOWN,Tarbosaurus bataar,species,767,,,261,Tarbosaurus,,
18645,fibula,UNKNOWN,Tarbosaurus bataar,species,681,,,84,Tarbosaurus,,
78407,skull,UNKNOWN,Tarbosaurus bataar,species,1130,,,,Tarbosaurus,,
78408,scapula,UNKNOWN,Tarbosaurus bataar,species,750,,,,Tarbosaurus,,
78409,humerus,UNKNOWN,Tarbosaurus bataar,species,255,,47,,Tarbosaurus,,
78410,radius,UNKNOWN,Tarbosaurus bataar,species,110,,19,,Tarbosaurus,,
78411,ulna,UNKNOWN,Tarbosaurus bataar,species,115,,22,,Tarbosaurus,,
78412,femur,UNKNOWN,Tarbosaurus bataar,species,970,,110,390,Tarbosaurus,,
78413,tibia,UNKNOWN,Tarbosaurus bataar,species,850,,100,,Tarbosaurus,,
78414,fibula,UNKNOWN,Tarbosaurus bataar,species,780,,550,,Tarbosaurus,,
88463,skull,n. gen. Shantungosaurus n. sp. giganteus,Shantungosaurus giganteus,species,1472,,,,Shantungosaurus,119.326942,35.956108
88464,scapula,UNKNOWN,Shantungosaurus giganteus,species,1466,,,,Shantungosaurus,,
88465,scapula,UNKNOWN,Shantungosaurus giganteus,species,1450,,,,Shantungosaurus,,
